Customer ID,last_purchase,frequency,monetary,recency,R_score,F_score,M_score,RFM_score,segment
13819,2010-02-08 15:30:00,3,1502.0,305,1,3,3,133,Lost
13820,2010-10-17 13:46:00,3,660.65,54,2,3,2,232,Potential Loyalist
13821,2010-11-11 13:24:00,4,1025.09,29,3,3,3,333,Champion
13823,2010-11-24 13:32:00,5,2445.79,16,4,3,4,434,Champion
13824,2010-11-25 17:33:00,7,1615.82,15,4,4,3,443,Champion
13825,2010-03-28 11:02:00,2,255.59,257,1,2,1,121,Lost
13829,2010-10-14 18:19:00,1,102.0,57,2,1,1,211,At Risk
13830,2010-05-07 12:24:00,1,156.85000000000002,217,1,1,1,111,Lost
13831,2010-12-05 12:13:00,13,4820.59,5,4,4,4,444,Champion
13832,2010-10-13 14:41:00,1,561.49,58,2,1,2,212,At Risk
13833,2010-10-31 14:11:00,1,316.56,40,3,1,2,312,New Customer
13834,2010-05-12 10:27:00,2,324.19,212,1,2,2,122,Lost
13835,2010-07-08 11:50:00,3,260.7,155,1,3,1,131,Lost
13836,2010-11-05 13:31:00,2,620.37,35,3,2,2,322,Loyal
13838,2010-12-05 10:45:00,7,1274.3600000000001,5,4,4,3,443,Champion
13839,2010-08-10 13:52:00,1,139.95000000000002,122,2,1,1,211,At Risk
13840,2010-10-19 13:34:00,1,651.4,52,3,1,2,312,New Customer
13842,2010-12-08 10:39:00,10,2244.29,2,4,4,4,444,Champion
13843,2010-11-23 17:48:00,1,319.75,17,4,1,2,412,New Customer
13846,2010-11-05 09:47:00,1,442.73,35,3,1,2,312,New Customer
13847,2009-12-20 10:41:00,1,310.72,355,1,1,2,112,Lost
13848,2010-12-08 15:10:00,6,2080.0,2,4,4,4,444,Champion
13849,2010-11-07 12:13:00,3,1931.35,33,3,3,4,334,Champion
13851,2010-11-25 11:34:00,5,1955.0,15,4,3,4,434,Champion
13852,2010-04-08 09:06:00,1,187.35000000000002,246,1,1,1,111,Lost
13854,2010-12-09 10:48:00,15,4144.44,1,4,4,4,444,Champion
13855,2010-07-27 09:53:00,4,1310.34,136,2,3,3,233,Potential Loyalist
13856,2010-09-02 18:24:00,8,753.53,99,2,4,3,243,Potential Loyalist
13857,2010-11-11 12:54:00,6,1001.01,29,3,4,3,343,Champion
13859,2010-06-28 15:36:00,1,314.7,165,1,1,2,112,Lost
13861,2010-10-06 14:20:00,2,273.26,65,2,2,1,221,Potential Loyalist
13862,2010-11-15 13:43:00,1,346.73,25,3,1,2,312,New Customer
13863,2010-08-31 12:57:00,3,933.77,101,2,3,3,233,Potential Loyalist
13864,2010-11-18 12:50:00,1,662.4000000000001,22,3,1,2,312,New Customer
13869,2010-11-23 13:36:00,6,5006.62,17,4,4,4,444,Champion
13870,2010-11-17 15:47:00,7,2941.14,23,3,4,4,344,Champion
13871,2010-10-07 12:56:00,4,1482.6000000000001,64,2,3,3,233,Potential Loyalist
13872,2010-06-30 15:35:00,3,919.57,163,1,3,3,133,Lost
13873,2010-11-21 11:47:00,5,649.32,19,3,3,2,332,Loyal
13874,2010-07-23 12:59:00,6,1508.7,140,1,4,3,143,Lost
13875,2010-11-17 13:12:00,9,3027.58,23,3,4,4,344,Champion
13877,2010-08-26 17:19:00,2,332.44,106,2,2,2,222,Potential Loyalist
13878,2010-06-10 10:15:00,3,1191.53,183,1,3,3,133,Lost
13879,2010-03-04 10:49:00,1,395.5,281,1,1,2,112,Lost
13880,2010-12-07 14:00:00,5,1171.89,3,4,3,3,433,Champion
13881,2010-11-29 16:24:00,23,28019.58,11,4,4,4,444,Champion
13883,2010-11-01 14:45:00,10,3885.54,39,3,4,4,344,Champion
13884,2010-11-28 11:45:00,5,1100.88,12,4,3,3,433,Champion
13888,2010-10-31 11:09:00,5,1563.42,40,3,3,3,333,Champion
13889,2010-11-22 13:25:00,5,1574.3300000000002,18,4,3,3,433,Champion
13890,2010-11-30 12:46:00,4,1043.57,10,4,3,3,433,Champion
13891,2010-11-26 15:57:00,3,863.56,14,4,3,3,433,Champion
13892,2010-08-19 09:07:00,2,634.68,113,2,2,2,222,Potential Loyalist
13895,2010-07-12 10:46:00,2,1415.45,151,1,2,3,123,Lost
13896,2010-03-24 08:55:00,1,388.55,261,1,1,2,112,Lost
13897,2010-09-27 13:36:00,2,849.56,74,2,2,3,223,Potential Loyalist
13898,2010-10-24 15:42:00,1,530.47,47,3,1,2,312,New Customer
13900,2010-11-15 14:48:00,3,869.64,25,3,3,3,333,Champion
13901,2010-11-30 15:21:00,10,2809.14,10,4,4,4,444,Champion
13902,2010-03-17 13:09:00,5,34095.26,268,1,3,4,134,Lost
13903,2010-11-04 17:44:00,1,165.45000000000002,36,3,1,1,311,New Customer
13905,2009-12-07 11:41:00,1,312.65,368,1,1,2,112,Lost
13906,2010-10-26 15:00:00,1,42.0,45,3,1,1,311,New Customer
13907,2010-01-17 12:22:00,1,136.8,327,1,1,1,111,Lost
13909,2010-10-12 17:22:00,2,286.6,59,2,2,1,221,Potential Loyalist
13911,2010-11-25 16:16:00,11,1654.08,15,4,4,3,443,Champion
13912,2010-10-12 08:43:00,1,124.95,59,2,1,1,211,At Risk
13913,2010-07-21 10:11:00,1,42.22,142,1,1,1,111,Lost
13915,2010-11-10 15:17:00,1,70.80000000000001,30,3,1,1,311,New Customer
13916,2010-09-02 10:04:00,4,1275.81,99,2,3,3,233,Potential Loyalist
13919,2010-10-11 11:53:00,2,975.87,60,2,2,3,223,Potential Loyalist
13920,2010-10-04 12:37:00,4,1774.68,67,2,3,4,234,Potential Loyalist
13921,2010-11-02 16:32:00,4,730.7,38,3,3,3,333,Champion
13922,2010-09-28 17:26:00,2,692.95,73,2,2,2,222,Potential Loyalist
13927,2010-09-28 16:12:00,1,359.27,73,2,1,2,212,At Risk
13929,2010-10-19 09:50:00,9,2651.45,52,3,4,4,344,Champion
13931,2010-11-12 12:12:00,9,4019.85,28,3,4,4,344,Champion
13935,2010-04-22 11:21:00,3,6116.92,232,1,3,4,134,Lost
13936,2010-11-22 10:34:00,2,563.08,18,4,2,2,422,Loyal
13937,2010-11-02 12:37:00,1,721.28,38,3,1,3,313,New Customer
13939,2010-10-04 14:35:00,4,992.41,67,2,3,3,233,Potential Loyalist
13941,2010-12-02 10:17:00,11,6009.34,8,4,4,4,444,Champion
13942,2010-06-23 12:35:00,1,320.0,170,1,1,2,112,Lost
13943,2010-05-11 11:30:00,1,246.54,213,1,1,1,111,Lost
13944,2010-02-24 15:02:00,1,200.43,289,1,1,1,111,Lost
13945,2010-11-10 10:00:00,2,854.15,30,3,2,3,323,Loyal
13946,2010-11-28 16:21:00,3,1314.66,12,4,3,3,433,Champion
13948,2010-10-24 13:46:00,3,446.76,47,3,3,2,332,Loyal
13952,2010-11-24 14:29:00,12,9572.45,16,4,4,4,444,Champion
13953,2010-10-26 15:16:00,5,3125.0,45,3,3,4,334,Champion
13955,2010-11-29 17:35:00,1,222.21,11,4,1,1,411,New Customer
13957,2010-10-18 10:02:00,3,458.25,53,3,3,2,332,Loyal
13958,2010-11-25 10:11:00,8,4709.2300000000005,15,4,4,4,444,Champion
13959,2010-11-05 16:52:00,3,477.98,35,3,3,2,332,Loyal
13961,2010-11-12 14:40:00,1,538.4,28,3,1,2,312,New Customer
13962,2010-09-30 10:35:00,1,193.25,71,2,1,1,211,At Risk
13963,2010-12-07 09:21:00,14,2347.33,3,4,4,4,444,Champion
13964,2010-11-17 13:53:00,2,438.9,23,3,2,2,322,Loyal
13965,2010-08-20 10:40:00,3,996.61,112,2,3,3,233,Potential Loyalist
13966,2010-09-30 13:08:00,1,390.86,71,2,1,2,212,At Risk
13967,2010-11-08 13:24:00,1,85.6,32,3,1,1,311,New Customer
13968,2010-10-12 13:22:00,1,123.66,59,2,1,1,211,At Risk
13969,2010-12-09 19:32:00,18,4311.93,1,4,4,4,444,Champion
13970,2010-11-18 13:21:00,2,846.55,22,3,2,3,323,Loyal
13971,2010-10-12 08:51:00,6,1909.31,59,2,4,4,244,Potential Loyalist
13974,2010-05-06 17:55:00,1,264.13,218,1,1,1,111,Lost
13975,2010-11-11 16:18:00,6,2832.56,29,3,4,4,344,Champion
13976,2010-07-21 09:27:00,3,834.38,142,1,3,3,133,Lost
13977,2010-10-24 14:08:00,1,519.8100000000001,47,3,1,2,312,New Customer
13979,2010-11-11 14:10:00,6,2546.36,29,3,4,4,344,Champion
13980,2010-09-26 12:58:00,4,599.78,75,2,3,2,232,Potential Loyalist
13981,2010-10-20 10:03:00,1,331.14,51,3,1,2,312,New Customer
13982,2010-12-09 13:57:00,6,2573.7799999999997,1,4,4,4,444,Champion
13983,2010-12-08 10:38:00,10,4505.02,2,4,4,4,444,Champion
13984,2010-12-08 15:58:00,8,1128.09,2,4,4,3,443,Champion
13985,2010-11-30 08:58:00,7,2960.73,10,4,4,4,444,Champion
13987,2010-11-25 10:20:00,2,682.54,15,4,2,2,422,Loyal
13988,2010-11-21 12:40:00,2,609.84,19,3,2,2,322,Loyal
13989,2010-09-01 13:58:00,3,759.98,100,2,3,3,233,Potential Loyalist
13992,2010-11-24 15:42:00,2,142.7,16,4,2,1,421,Loyal
13993,2010-11-25 11:03:00,10,3309.35,15,4,4,4,444,Champion
13995,2010-11-25 16:31:00,9,2508.32,15,4,4,4,444,Champion
13996,2010-11-18 16:27:00,2,895.76,22,3,2,3,323,Loyal
13997,2010-07-08 18:06:00,3,382.31,155,1,3,2,132,Lost
13998,2010-09-19 10:20:00,3,566.7,82,2,3,2,232,Potential Loyalist
13999,2010-11-30 09:46:00,17,5600.45,10,4,4,4,444,Champion
14000,2010-10-21 15:35:00,4,1410.68,50,3,3,3,333,Champion
14001,2010-12-01 12:58:00,7,2487.01,9,4,4,4,444,Champion
14003,2009-12-07 08:53:00,1,209.41,368,1,1,1,111,Lost
14004,2010-11-11 13:26:00,4,1675.81,29,3,3,3,333,Champion
14006,2010-06-29 12:43:00,4,1234.48,164,1,3,3,133,Lost
14007,2010-07-15 09:06:00,1,79.48,148,1,1,1,111,Lost
14008,2010-10-03 13:09:00,1,509.04,68,2,1,2,212,At Risk
14009,2010-09-03 12:08:00,1,404.29999999999995,98,2,1,2,212,At Risk
14010,2010-05-23 13:00:00,2,445.15,201,1,2,2,122,Lost
14011,2010-08-16 15:31:00,2,457.82,116,2,2,2,222,Potential Loyalist
14013,2010-11-24 16:16:00,2,611.55,16,4,2,2,422,Loyal
14014,2010-11-28 14:56:00,2,1443.03,12,4,2,3,423,Loyal
14016,2010-11-08 15:42:00,7,7062.2,32,3,4,4,344,Champion
14017,2010-05-17 14:52:00,1,229.75,207,1,1,1,111,Lost
14018,2010-03-04 14:23:00,1,367.15,281,1,1,2,112,Lost
14020,2010-08-20 13:09:00,2,606.21,112,2,2,2,222,Potential Loyalist
14021,2010-11-30 15:14:00,4,1084.68,10,4,3,3,433,Champion
14022,2010-08-10 09:38:00,1,352.15000000000003,122,2,1,2,212,At Risk
14024,2010-11-14 10:51:00,1,318.04,26,3,1,2,312,New Customer
14025,2010-09-01 10:11:00,8,4057.9,100,2,4,4,244,Potential Loyalist
14026,2010-08-26 10:31:00,2,713.11,106,2,2,3,223,Potential Loyalist
14028,2010-06-07 13:33:00,3,10396.5,186,1,3,4,134,Lost
14030,2010-12-08 16:29:00,14,5902.2,2,4,4,4,444,Champion
14031,2010-12-09 17:34:00,27,23712.31,1,4,4,4,444,Champion
14032,2010-12-08 10:53:00,6,1874.68,2,4,4,4,444,Champion
14033,2010-06-02 15:10:00,1,109.44,191,1,1,1,111,Lost
14035,2010-10-29 10:10:00,4,1428.7,42,3,3,3,333,Champion
14037,2010-08-18 12:52:00,4,689.75,114,2,3,2,232,Potential Loyalist
14038,2010-11-07 14:52:00,2,1509.5,33,3,2,3,323,Loyal
14039,2010-05-13 10:15:00,1,115.08000000000001,211,1,1,1,111,Lost
14040,2010-11-18 13:01:00,23,9030.65,22,3,4,4,344,Champion
14042,2009-12-14 15:07:00,1,431.98,361,1,1,2,112,Lost
14043,2010-08-05 18:18:00,2,304.25,127,2,2,1,221,Potential Loyalist
14044,2010-10-17 13:28:00,6,2470.28,54,2,4,4,244,Potential Loyalist
14045,2010-12-01 11:32:00,13,9653.28,9,4,4,4,444,Champion
14047,2010-12-02 10:09:00,10,2946.42,8,4,4,4,444,Champion
14048,2010-11-22 14:21:00,2,338.76,18,4,2,2,422,Loyal
14049,2010-11-17 10:44:00,9,7557.31,23,3,4,4,344,Champion
14051,2010-12-08 12:49:00,15,6823.61,2,4,4,4,444,Champion
14052,2010-11-14 11:37:00,1,255.45,26,3,1,1,311,New Customer
14053,2010-11-07 14:50:00,2,312.05,33,3,2,2,322,Loyal
14055,2010-05-11 10:24:00,2,795.3199999999999,213,1,2,3,123,Lost
14057,2010-11-23 08:38:00,5,2190.88,17,4,3,4,434,Champion
14058,2010-09-03 09:31:00,2,469.19,98,2,2,2,222,Potential Loyalist
14060,2010-12-08 12:40:00,13,3378.66,2,4,4,4,444,Champion
14061,2010-07-20 17:22:00,3,917.4300000000001,143,1,3,3,133,Lost
14062,2010-11-30 11:00:00,12,15139.35,10,4,4,4,444,Champion
14063,2010-09-27 16:18:00,9,22710.2,74,2,4,4,244,Potential Loyalist
14064,2010-10-05 13:20:00,10,1978.68,66,2,4,4,244,Potential Loyalist
14065,2010-11-15 16:13:00,3,891.02,25,3,3,3,333,Champion
14068,2010-04-15 14:28:00,3,1262.52,239,1,3,3,133,Lost
14069,2010-07-13 12:12:00,2,230.06,150,1,2,1,121,Lost
14070,2010-01-24 12:27:00,1,326.55,320,1,1,2,112,Lost
14072,2010-02-11 12:31:00,1,390.85,302,1,1,2,112,Lost
14074,2010-03-26 13:55:00,1,219.4,259,1,1,1,111,Lost
14075,2010-11-01 13:15:00,3,792.61,39,3,3,3,333,Champion
14077,2010-11-09 16:01:00,1,115.66,31,3,1,1,311,New Customer
14078,2010-12-01 12:54:00,4,643.26,9,4,3,2,432,Loyal
14079,2010-01-26 17:19:00,1,243.63,318,1,1,1,111,Lost
14080,2010-10-22 14:04:00,4,1070.08,49,3,3,3,333,Champion
14081,2010-12-05 15:47:00,9,4435.58,5,4,4,4,444,Champion
14082,2010-11-12 11:47:00,1,231.10999999999999,28,3,1,1,311,New Customer
14083,2010-12-03 12:24:00,3,388.83,7,4,3,2,432,Loyal
14084,2010-07-15 14:36:00,1,150.5,148,1,1,1,111,Lost
14085,2010-12-06 12:39:00,16,5656.43,4,4,4,4,444,Champion
14086,2010-09-03 10:52:00,1,39.95,98,2,1,1,211,At Risk
14087,2010-10-31 11:22:00,2,651.8,40,3,2,2,322,Loyal
14088,2010-10-29 10:31:00,3,13544.99,42,3,3,4,334,Champion
14091,2010-02-23 15:17:00,2,9530.08,290,1,2,4,124,Lost
14092,2010-11-30 14:48:00,10,3152.54,10,4,4,4,444,Champion
14094,2010-09-26 11:58:00,1,335.22,75,2,1,2,212,At Risk
14095,2009-12-17 12:49:00,1,2.95,358,1,1,1,111,Lost
14097,2010-08-15 14:20:00,2,422.86,117,2,2,2,222,Potential Loyalist
14099,2010-11-29 13:03:00,9,2661.54,11,4,4,4,444,Champion
14101,2010-11-16 14:54:00,7,3985.14,24,3,4,4,344,Champion
14104,2010-11-15 13:13:00,3,555.37,25,3,3,2,332,Loyal
14105,2010-10-27 11:53:00,4,4722.6,44,3,3,4,334,Champion
14106,2009-12-02 14:09:00,1,214.8,373,1,1,1,111,Lost
14107,2010-09-17 12:25:00,4,2174.07,84,2,3,4,234,Potential Loyalist
14108,2009-12-08 15:25:00,2,447.05,367,1,2,2,122,Lost
14110,2010-09-30 17:13:00,21,7304.8,71,2,4,4,244,Potential Loyalist
14112,2010-09-14 13:41:00,6,2919.44,87,2,4,4,244,Potential Loyalist
14113,2010-11-29 15:53:00,12,5252.1900000000005,11,4,4,4,444,Champion
14114,2010-11-09 09:13:00,5,977.5600000000001,31,3,3,3,333,Champion
14115,2010-07-26 12:36:00,2,622.67,137,1,2,2,122,Lost
14118,2010-10-07 11:59:00,1,458.45,64,2,1,2,212,At Risk
14119,2010-11-29 10:33:00,2,183.37,11,4,2,1,421,Loyal
14122,2010-10-29 15:11:00,3,362.42,42,3,3,2,332,Loyal
14123,2009-12-06 15:35:00,1,436.18,369,1,1,2,112,Lost
14126,2010-09-21 14:51:00,1,466.33,80,2,1,2,212,At Risk
14127,2010-11-24 16:56:00,3,1190.3700000000001,16,4,3,3,433,Champion
14128,2010-06-06 14:05:00,1,286.71,187,1,1,1,111,Lost
14129,2010-11-05 09:59:00,4,1467.48,35,3,3,3,333,Champion
14130,2010-11-29 17:11:00,3,1398.81,11,4,3,3,433,Champion
14131,2010-03-01 11:59:00,1,187.87,284,1,1,1,111,Lost
14133,2009-12-06 12:10:00,1,305.5,369,1,1,1,111,Lost
14134,2010-11-22 12:26:00,15,11123.35,18,4,4,4,444,Champion
14135,2010-12-07 12:37:00,11,4953.61,3,4,4,4,444,Champion
14136,2010-11-04 11:53:00,5,1570.81,36,3,3,3,333,Champion
14137,2010-01-13 12:30:00,1,332.7,331,1,1,2,112,Lost
14139,2010-08-06 14:00:00,3,670.98,126,2,3,2,232,Potential Loyalist
14142,2010-12-01 16:33:00,2,671.34,9,4,2,2,422,Loyal
14144,2010-08-10 15:17:00,1,30.6,122,2,1,1,211,At Risk
14145,2010-09-06 09:53:00,3,3857.85,95,2,3,4,234,Potential Loyalist
14146,2010-11-21 15:55:00,7,5259.3,19,3,4,4,344,Champion
14147,2010-11-16 08:11:00,7,2106.8,24,3,4,4,344,Champion
14148,2010-10-21 14:08:00,1,309.09000000000003,50,3,1,2,312,New Customer
14151,2010-02-04 15:35:00,2,679.45,309,1,2,2,122,Lost
14152,2010-11-17 14:20:00,5,1376.05,23,3,3,3,333,Champion
14153,2010-08-13 14:35:00,1,233.39999999999998,119,2,1,1,211,At Risk
14154,2010-11-23 17:53:00,6,5115.08,17,4,4,4,444,Champion
14156,2010-12-03 11:48:00,102,196566.74,7,4,4,4,444,Champion
14157,2010-11-15 15:10:00,3,569.9,25,3,3,2,332,Loyal
14159,2010-11-25 13:32:00,9,3245.0,15,4,4,4,444,Champion
14160,2010-04-08 14:30:00,7,8421.47,246,1,4,4,144,Lost
14161,2010-12-05 13:18:00,5,2208.36,5,4,3,4,434,Champion
14163,2010-09-03 17:15:00,1,148.71,98,2,1,1,211,At Risk
14166,2010-07-22 19:42:00,2,256.85,141,1,2,1,121,Lost
14167,2010-09-01 17:15:00,4,721.65,100,2,3,3,233,Potential Loyalist
14168,2010-10-15 10:49:00,2,370.45,56,2,2,2,222,Potential Loyalist
14169,2010-10-05 08:45:00,2,624.4300000000001,66,2,2,2,222,Potential Loyalist
14170,2010-11-29 13:10:00,3,597.33,11,4,3,2,432,Loyal
14171,2009-12-09 13:50:00,1,135.0,366,1,1,1,111,Lost
14172,2010-04-13 13:26:00,3,402.72,241,1,3,2,132,Lost
14173,2010-03-08 13:24:00,2,135.16,277,1,2,1,121,Lost
14175,2010-10-17 13:59:00,5,4456.58,54,2,3,4,234,Potential Loyalist
14176,2010-12-07 11:45:00,2,339.11,3,4,2,2,422,Loyal
14177,2010-11-23 14:23:00,9,1669.93,17,4,4,3,443,Champion
14180,2010-12-02 13:08:00,9,1570.73,8,4,4,3,443,Champion
14181,2010-10-25 08:27:00,2,310.55,46,3,2,2,322,Loyal
14182,2010-09-22 11:45:00,4,678.77,79,2,3,2,232,Potential Loyalist
14183,2010-10-24 14:45:00,2,286.29,47,3,2,1,321,Loyal
14186,2010-10-08 13:30:00,5,1550.6299999999999,63,2,3,3,233,Potential Loyalist
14187,2010-08-23 12:06:00,1,123.5,109,2,1,1,211,At Risk
14189,2010-12-06 11:42:00,2,1160.31,4,4,2,3,423,Loyal
14190,2010-02-11 14:27:00,1,79.9,302,1,1,1,111,Lost
14191,2010-11-10 12:27:00,2,132.9,30,3,2,1,321,Loyal
14192,2010-11-16 17:44:00,1,293.74,24,3,1,1,311,New Customer
14193,2010-11-08 12:31:00,1,356.8,32,3,1,2,312,New Customer
14194,2010-11-12 12:26:00,15,7321.07,28,3,4,4,344,Champion
14195,2010-09-26 14:06:00,4,1603.6,75,2,3,3,233,Potential Loyalist
14197,2010-10-25 10:01:00,1,390.05,46,3,1,2,312,New Customer
14198,2010-11-04 13:50:00,5,868.33,36,3,3,3,333,Champion
14199,2010-10-12 08:25:00,3,906.3,59,2,3,3,233,Potential Loyalist
14200,2010-04-01 13:01:00,1,379.2,253,1,1,2,112,Lost
14201,2010-10-26 18:51:00,3,446.1,45,3,3,2,332,Loyal
14202,2010-11-23 17:13:00,3,847.76,17,4,3,3,433,Champion
14203,2010-11-07 13:35:00,1,339.34,33,3,1,2,312,New Customer
14204,2010-10-13 13:32:00,3,901.9300000000001,58,2,3,3,233,Potential Loyalist
14205,2010-11-10 14:37:00,7,1947.5,30,3,4,4,344,Champion
14206,2010-11-16 18:20:00,2,856.85,24,3,2,3,323,Loyal
14207,2010-01-21 09:33:00,1,157.8,323,1,1,1,111,Lost
14208,2010-06-06 13:11:00,1,415.31,187,1,1,2,112,Lost
14209,2010-11-19 13:58:00,9,2919.84,21,3,4,4,344,Champion
14210,2010-12-03 12:43:00,11,3955.6800000000003,7,4,4,4,444,Champion
14211,2010-10-24 12:54:00,9,2161.19,47,3,4,4,344,Champion
14212,2010-09-20 11:48:00,1,1119.66,81,2,1,3,213,At Risk
14213,2010-10-31 10:37:00,1,1192.2,40,3,1,3,313,New Customer
14215,2010-12-06 15:34:00,4,1626.6100000000001,4,4,3,3,433,Champion
14216,2010-10-21 15:07:00,1,310.74,50,3,1,2,312,New Customer
14217,2010-12-08 13:28:00,7,1411.91,2,4,4,3,443,Champion
14219,2010-10-26 10:34:00,2,543.89,45,3,2,2,322,Loyal
14220,2010-05-21 13:29:00,2,882.5999999999999,203,1,2,3,123,Lost
14221,2010-09-16 14:41:00,8,3084.69,85,2,4,4,244,Potential Loyalist
14224,2010-11-14 13:53:00,5,847.78,26,3,3,3,333,Champion
14225,2010-10-01 10:32:00,4,2037.02,70,2,3,4,234,Potential Loyalist
14226,2010-09-24 14:32:00,1,770.34,77,2,1,3,213,At Risk
14227,2010-10-21 10:49:00,5,3017.75,50,3,3,4,334,Champion
14228,2010-09-28 09:45:00,3,745.5,73,2,3,3,233,Potential Loyalist
14229,2010-11-01 13:04:00,4,1046.84,39,3,3,3,333,Champion
14230,2010-09-30 09:07:00,3,979.8000000000001,71,2,3,3,233,Potential Loyalist
14231,2010-09-15 09:52:00,1,309.91,86,2,1,2,212,At Risk
14233,2010-08-31 15:03:00,3,1441.55,101,2,3,3,233,Potential Loyalist
14235,2010-07-29 17:24:00,4,1573.1299999999999,134,2,3,3,233,Potential Loyalist
14236,2010-12-02 18:49:00,4,1253.78,8,4,3,3,433,Champion
14237,2010-12-01 13:20:00,2,471.14,9,4,2,2,422,Loyal
14238,2010-02-15 11:39:00,2,287.38,298,1,2,1,121,Lost
14239,2010-10-04 15:01:00,10,1882.3200000000002,67,2,4,4,244,Potential Loyalist
14240,2010-10-12 12:48:00,1,357.15000000000003,59,2,1,2,212,At Risk
14241,2010-01-12 15:11:00,1,120.0,332,1,1,1,111,Lost
14243,2010-12-09 08:34:00,8,4842.28,1,4,4,4,444,Champion
14244,2010-02-17 11:40:00,1,366.41999999999996,296,1,1,2,112,Lost
14247,2010-10-31 13:58:00,4,635.89,40,3,3,2,332,Loyal
14248,2010-09-06 14:04:00,2,730.37,95,2,2,3,223,Potential Loyalist
14249,2010-10-25 12:34:00,12,5625.461,46,3,4,4,344,Champion
14252,2010-11-23 13:36:00,1,350.99,17,4,1,2,412,New Customer
14253,2010-08-03 14:55:00,2,363.40000000000003,129,2,2,2,222,Potential Loyalist
14254,2010-10-03 11:52:00,1,601.03,68,2,1,2,212,At Risk
14255,2010-06-11 15:54:00,1,1000.63,182,1,1,3,113,Lost
14256,2010-08-05 09:30:00,3,1504.93,127,2,3,3,233,Potential Loyalist
14257,2010-11-24 16:00:00,4,2854.73,16,4,3,4,434,Champion
14258,2010-11-09 10:08:00,16,19381.36,31,3,4,4,344,Champion
14260,2010-08-25 14:55:00,3,824.28,107,2,3,3,233,Potential Loyalist
14263,2010-10-12 14:09:00,1,322.93,59,2,1,2,212,At Risk
14264,2010-11-25 17:42:00,4,1183.39,15,4,3,3,433,Champion
14265,2010-09-01 12:20:00,2,843.17,100,2,2,3,223,Potential Loyalist
14266,2010-10-07 13:32:00,1,40.56,64,2,1,1,211,At Risk
14268,2010-08-26 10:45:00,1,354.85,106,2,1,2,212,At Risk
14269,2010-09-26 12:53:00,1,295.73,75,2,1,1,211,At Risk
14271,2010-10-26 17:01:00,1,106.81,45,3,1,1,311,New Customer
14272,2010-05-26 09:49:00,2,482.85,198,1,2,2,122,Lost
14274,2010-01-22 12:51:00,1,256.6,322,1,1,1,111,Lost
14275,2010-11-09 09:06:00,6,1189.3799999999999,31,3,4,3,343,Champion
14276,2010-10-28 17:13:00,4,982.9399999999999,43,3,3,3,333,Champion
14277,2010-10-24 12:44:00,6,13009.61,47,3,4,4,344,Champion
14278,2010-10-26 12:07:00,1,205.83,45,3,1,1,311,New Customer
14279,2010-07-07 08:42:00,2,191.86,156,1,2,1,121,Lost
14281,2010-10-27 14:45:00,1,245.15,44,3,1,1,311,New Customer
14282,2010-12-07 12:21:00,11,4120.32,3,4,4,4,444,Champion
14283,2010-09-02 14:46:00,4,628.4399999999999,99,2,3,2,232,Potential Loyalist
14284,2010-02-24 12:06:00,1,704.4,289,1,1,2,112,Lost
14285,2010-07-14 14:07:00,4,1374.41,149,1,3,3,133,Lost
14286,2010-10-31 15:39:00,4,3851.01,40,3,3,4,334,Champion
14290,2010-10-22 12:03:00,3,2201.91,49,3,3,4,334,Champion
14291,2010-11-24 09:47:00,12,4020.85,16,4,4,4,444,Champion
14292,2010-10-25 12:18:00,7,4354.32,46,3,4,4,344,Champion
14293,2010-12-06 10:18:00,6,2221.37,4,4,4,4,444,Champion
14294,2010-10-28 16:25:00,1,375.34000000000003,43,3,1,2,312,New Customer
14295,2010-09-27 09:48:00,4,2196.71,74,2,3,4,234,Potential Loyalist
14296,2010-10-14 14:14:00,2,456.4,57,2,2,2,222,Potential Loyalist
14298,2010-11-29 13:35:00,38,39667.19,11,4,4,4,444,Champion
14299,2010-12-09 10:30:00,19,10533.87,1,4,4,4,444,Champion
14301,2010-10-19 14:09:00,3,1352.04,52,3,3,3,333,Champion
14302,2010-10-05 08:10:00,3,742.9000000000001,66,2,3,3,233,Potential Loyalist
14303,2010-10-28 15:37:00,2,277.94,43,3,2,1,321,Loyal
14304,2010-11-25 10:20:00,2,1341.56,15,4,2,3,423,Loyal
14306,2010-11-26 10:44:00,4,1058.0800000000002,14,4,3,3,433,Champion
14307,2010-12-01 11:41:00,5,2075.31,9,4,3,4,434,Champion
14308,2010-06-08 16:48:00,2,1147.02,185,1,2,3,123,Lost
14309,2010-10-22 13:18:00,2,1428.28,49,3,2,3,323,Loyal
14310,2010-10-03 12:34:00,1,492.1,68,2,1,2,212,At Risk
14311,2010-05-21 10:28:00,1,206.19,203,1,1,1,111,Lost
14312,2010-11-26 11:40:00,5,1478.7,14,4,3,3,433,Champion
14314,2010-10-05 08:00:00,1,109.8,66,2,1,1,211,At Risk
14315,2010-05-24 13:56:00,2,716.69,200,1,2,3,123,Lost
14316,2010-10-13 16:31:00,5,1370.34,58,2,3,3,233,Potential Loyalist
14318,2010-09-05 15:32:00,1,158.02,96,2,1,1,211,At Risk
14319,2010-10-11 13:38:00,1,494.85,60,2,1,2,212,At Risk
14320,2010-06-11 12:45:00,3,868.96,182,1,3,3,133,Lost
14321,2010-10-04 12:48:00,2,687.31,67,2,2,2,222,Potential Loyalist
14322,2010-10-06 15:17:00,4,474.1,65,2,3,2,232,Potential Loyalist
